App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Subjectivity
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,3.5M,"5,000,000+",Free,0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up,0.503655303030303
Horses Live Wallpaper,PERSONALIZATION,4.2,28806,7.1M,"1,000,000+",Free,0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up,0.5115710678210679
Apex Launcher,PERSONALIZATION,4.3,266402,Varies with device,"10,000,000+",Free,0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device,0.4681670875420875
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,13M,"10,000,000+",Free,0,Everyone,Personalization,"November 13, 2017",1.9.7.07,4.0.3 and up,0.5776225692297121
BIG Launcher,PERSONALIZATION,4.3,881,5.9M,"10,000+",Paid,$9.99,Everyone,Personalization,"June 20, 2018",2.5.9,2.1 and up,0.41012519511738266
"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.4,2591941,Varies with device,"100,000,000+",Free,0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device,0.502509237395601
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,PERSONALIZATION,4.2,115773,Varies with device,"10,000,000+",Free,0,Everyone,Personalization,"May 22, 2018",Varies with device,4.1 and up,0.5205729166666667
"All-In-One Toolbox: Cleaner, Booster, App Manager",PRODUCTIVITY,4.7,536926,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.5456981066071975
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016297,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,0.48715842842000245
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154,24M,"10,000,000+",Free,0,Everyone,Productivity,"June 14, 2018",4.6.4,4.1 and up,0.5824492063492064
Chrome Beta,PRODUCTIVITY,4.4,228794,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",68.0.3440.91,Varies with device,0.3778816200855674
Google PDF Viewer,PRODUCTIVITY,4.2,226456,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,0.4412866107933072
Calculator - unit converter,PRODUCTIVITY,4.7,287250,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"May 9, 2018",Varies with device,Varies with device,0.5333333333333333
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.4888327030112744
Archos File Manager,PRODUCTIVITY,4.0,2131,2.3M,"5,000,000+",Free,0,Everyone,Productivity,"April 22, 2016",4.1.4,4.1 and up,0.4863489736070381
ASUS SuperNote,PRODUCTIVITY,4.5,26559,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"April 14, 2017",Varies with device,Varies with device,0.484638308551352
HTC File Manager,PRODUCTIVITY,4.2,13500,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 11, 2017",Varies with device,Varies with device,0.26105098605098603
Dropbox,PRODUCTIVITY,4.4,1861310,61M,"500,000,000+",Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.4436356041619199
ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6M,"10,000,000+",Free,0,Everyone,Productivity,"April 11, 2018",1.10.0.33_180403,5.0 - 8.0,0.33333333333333337
HTC Calendar,PRODUCTIVITY,3.9,6949,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 27, 2017",Varies with device,Varies with device,0.694949494949495
ASUS Calling Screen,PRODUCTIVITY,4.2,102451,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"March 15, 2018",Varies with device,Varies with device,0.4153295604858105
Content Transfer,PRODUCTIVITY,4.7,19302,7.2M,"5,000,000+",Free,0,Everyone,Productivity,"June 28, 2018",3.5.12,4.0.3 and up,0.3970588474025974
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488396,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.5222918902085569
HTC Mail,PRODUCTIVITY,3.1,6572,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"May 29, 2018",Varies with device,Varies with device,0.4266290501826216
Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5M,"50,000,000+",Free,0,Everyone,Productivity,"August 7, 2016",2.2.1B216,2.3.3 and up,0.43680291005291
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"April 13, 2018",Varies with device,Varies with device,0.3273473530826472
Hacker's Keyboard,PRODUCTIVITY,4.4,41418,1.2M,"1,000,000+",Free,0,Everyone,Productivity,"December 11, 2016",v1.39.3,2.2 and up,0.5788869654427428
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,4.3M,"500,000+",Free,0,Everyone,Productivity,"December 19, 2015",3.2.1,4.1 and up,0.49746949974628546
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.4888327030112744
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298843,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.4500429534831867
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488396,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.5222918902085569
Easy Voice Recorder,PRODUCTIVITY,4.4,205191,7.1M,"10,000,000+",Free,0,Everyone,Productivity,"June 20, 2018",2.4.5,4.1 and up,0.5656775421363334
Dashlane Free Password Manager,PRODUCTIVITY,4.6,73695,Varies with device,"1,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,5.0 and up,0.5442857142857143
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2M,"50,000,000+",Free,0,Everyone,Productivity,"July 2, 2018",6.4.0,4.0 and up,0.45269949494949496
File Explorer,PRODUCTIVITY,4.1,979,720k,"100,000+",Free,0,Everyone,Productivity,"September 30, 2013",2.1.3,2.2 and up,0.456304347826087
AndroZip™ FREE File Manager,PRODUCTIVITY,4.2,277794,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 7, 2016",Varies with device,Varies with device,0.39017196692196693
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016305,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,0.48715842842000245
Google PDF Viewer,PRODUCTIVITY,4.2,226456,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,0.4412866107933072
Google Slides,PRODUCTIVITY,4.2,244567,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.9166666666666666
ColorNote Notepad Notes,PRODUCTIVITY,4.6,2401017,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"June 27, 2018",Varies with device,Varies with device,0.5111720565841794
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.4888327030112744
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488397,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.5222918902085569
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298854,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.4500429534831867
Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,8985,5.7M,"1,000,000+",Free,0,Everyone,Productivity,"January 16, 2017",1.07.59,4.0.3 and up,0.4697435897435896
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,1.9M,"5,000,000+",Free,0,Everyone,Productivity,"May 31, 2018",1.26.2,4.0.3 and up,0.25
DigiCal Calendar Agenda,PRODUCTIVITY,4.4,133573,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"July 3, 2018",Varies with device,Varies with device,0.5067420059811364
Business Calendar 2,PRODUCTIVITY,4.6,102594,15M,"5,000,000+",Free,0,Everyone,Productivity,"July 23, 2018",2.30.1,4.1 and up,0.46938575498575497
G Cloud Backup,PRODUCTIVITY,4.6,267189,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"April 29, 2018",Varies with device,Varies with device,0.5738897851828887
Dropbox,PRODUCTIVITY,4.4,1861309,61M,"500,000,000+",Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.4436356041619199
Amazon Drive,PRODUCTIVITY,4.4,18669,4.1M,"1,000,000+",Free,0,Everyone,Productivity,"January 8, 2018",1.9.1.147.0-google,4.2 and up,0.4733768187830688
Baby Panda Learns Shapes,PARENTING,4.0,3789,42M,"1,000,000+",Free,0,Everyone,Parenting;Education,"June 21, 2018",8.25.10.00,4.0.3 and up,0.3571943371943372
Family Album Mitene: Private Photo & Video Sharing,PARENTING,4.7,34336,Varies with device,"1,000,000+",Free,0,Everyone,Parenting,"July 31, 2018",Varies with device,Varies with device,0.6301165809499143
Family GPS Tracker and Chat + Baby Monitor Online,PARENTING,4.4,9073,Varies with device,"500,000+",Free,0,Everyone,Parenting,"August 2, 2018",Varies with device,4.2 and up,0.5475182325182325
Baby Name Together,PARENTING,4.0,464,24M,"100,000+",Free,0,Everyone,Parenting,"August 6, 2018",2.3.1,5.0 and up,0.49526973401973406
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715,24M,"500,000+",Free,0,Everyone,Parenting;Music & Video,"July 24, 2018",FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,5.0 and up,0.5080825644943292
Baby Panda Musical Genius,PARENTING,4.0,3346,37M,"1,000,000+",Free,0,Everyone,Parenting;Music & Video,"June 15, 2018",8.25.10.00,4.0.3 and up,0.48696199446199445
Baby Monitor,PARENTING,4.4,5343,5.2M,"1,000,000+",Free,0,Everyone,Parenting,"March 30, 2018",2.1.1,4.1 and up,0.49213548752834463
Daniel Tiger for Parents,PARENTING,4.7,247,28M,"100,000+",Free,0,Everyone,Parenting;Music & Video,"March 19, 2018",1.3.0,4.4 and up,0.5090388007054674
AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2053404,Varies with device,"50,000,000+",Free,0,Everyone,Weather,"August 6, 2018",Varies with device,Varies with device,0.4937064606400544
Free live weather on screen,WEATHER,4.4,15370,21M,"1,000,000+",Free,0,Everyone,Weather,"August 2, 2018",12.2.6.3660,4.1 and up,0.5197159565580618
APE Weather ( Live Forecast),WEATHER,4.3,20008,9.1M,"5,000,000+",Free,0,Everyone,Weather,"July 3, 2018",7.1.34.28,5.0 and up,0.5066498316498317
"GO Weather - Widget, Theme, Wallpaper, Efficient",WEATHER,4.5,1422858,Varies with device,"50,000,000+",Free,0,Everyone,Weather,"August 3, 2018",Varies with device,Varies with device,0.43870310245310246
HTC Weather,WEATHER,3.9,22154,Varies with device,"10,000,000+",Free,0,Everyone,Weather,"August 10, 2017",8.50.935520,4.4 and up,0.4530939659755449
ForecaWeather,WEATHER,4.2,18425,5.3M,"1,000,000+",Free,0,Everyone,Weather,"July 29, 2017",3.1.7,4.1 and up,0.5093346291866029
All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557,5.6M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"July 25, 2018",1.0.1,4.4 and up,0.5417320261437909
HD Video Player,VIDEO_PLAYERS,4.3,1551,2.9M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"July 25, 2018",1.1,4.1 and up,0.435921052631579
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,4.1M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"March 27, 2018",1.0,4.0.3 and up,0.574268094334508
HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484,3.0M,"10,000,000+",Free,0,Everyone,Video Players & Editors,"December 3, 2015",7.10.621414,5.0 and up,0.44935433785433787
HTC Service—Video Player,VIDEO_PLAYERS,4.2,6449,Varies with device,"5,000,000+",Free,0,Everyone,Video Players & Editors,"February 13, 2015",6.5.852058,5.0 and up,0.47739678377178374
Droid Zap by Motorola,VIDEO_PLAYERS,3.8,2093,Varies with device,"5,000,000+",Free,0,Everyone,Video Players & Editors,"February 3, 2015",Varies with device,Varies with device,0.4383898011710512
HTC Gallery,VIDEO_PLAYERS,4.1,45744,Varies with device,"10,000,000+",Free,0,Everyone,Video Players & Editors,"June 3, 2016",9.51.755029,4.4 and up,0.4448680287966002
BluTV,VIDEO_PLAYERS,3.9,28835,Varies with device,"1,000,000+",Free,0,Teen,Video Players & Editors,"July 26, 2018",Varies with device,Varies with device,0.4214222943722944
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 30, 2018",Varies with device,Varies with device,0.5029876189226838
BBC News,NEWS_AND_MAGAZINES,4.3,296781,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device,0.38892420043213694
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11M,"1,000,000+",Free,0,Teen,News & Magazines,"August 2, 2018",2.71,4.1 and up,0.5907247425997426
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.5081744708841328
"Dailyhunt (Newshunt) - Latest News, Viral Videos",NEWS_AND_MAGAZINES,4.3,948198,Varies with device,"50,000,000+",Free,0,Teen,News & Magazines,"July 19, 2018",Varies with device,Varies with device,0.5541666666666667
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7M,"500,000+",Free,0,Everyone,News & Magazines,"July 25, 2018",5.8.0,4.1 and up,0.5183455882352942
Google News,NEWS_AND_MAGAZINES,3.9,877635,13M,"1,000,000,000+",Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.49677560130933146
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3M,"500,000+",Free,0,Everyone,News & Magazines,"July 19, 2018",8.0.6,4.1 and up,0.37713519333889706
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8M,"1,000,000+",Free,0,Everyone,News & Magazines,"August 4, 2018",7.5.0,4.1 and up,0.43835169880624425
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284017,Varies with device,"500,000,000+",Free,0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device,0.4338217338217338
BeyondPod Podcast Manager,NEWS_AND_MAGAZINES,3.9,32121,Varies with device,"1,000,000+",Free,0,Everyone,News & Magazines,"April 13, 2018",Varies with device,Varies with device,0.5457182367896654
Google News,NEWS_AND_MAGAZINES,3.9,877635,13M,"1,000,000,000+",Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.49677560130933146
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13M,"5,000,000+",Free,0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up,0.4749871450927789
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284017,Varies with device,"500,000,000+",Free,0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device,0.4338217338217338
Fast News,NEWS_AND_MAGAZINES,4.4,84957,Varies with device,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"January 13, 2018",Varies with device,Varies with device,0.6042012617012618
Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"August 3, 2018",2.42.1.9,4.4 and up,0.4657510221260221
Digg,NEWS_AND_MAGAZINES,3.9,6105,Varies with device,"100,000+",Free,0,Teen,News & Magazines,"March 11, 2016",Varies with device,Varies with device,0.5073774104683195
BBC News,NEWS_AND_MAGAZINES,4.3,296781,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device,0.38892420043213694
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27M,"10,000,000+",Free,0,Everyone,News & Magazines,"July 25, 2018",5.9.1.1347176.a3ca6ab274,4.4 and up,0.3379659090909091
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 30, 2018",Varies with device,Varies with device,0.5029876189226838
Haystack TV: Local & World News - Free,NEWS_AND_MAGAZINES,4.3,3684,Varies with device,"100,000+",Free,0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device,0.551611111111111
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up,0.4111693465264894
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4.6M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,0.47140920486406596
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.5081744708841328
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up,0.4841472548615406
BBC News,NEWS_AND_MAGAZINES,4.3,296781,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device,0.38892420043213694
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 30, 2018",Varies with device,Varies with device,0.5029876189226838
CBS News,NEWS_AND_MAGAZINES,4.3,23641,23M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"June 29, 2018",3.9.0,4.1 and up,0.0
Haystack TV: Local & World News - Free,NEWS_AND_MAGAZINES,4.3,3684,Varies with device,"100,000+",Free,0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device,0.551611111111111
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up,0.4111693465264894
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.5081744708841328
"AOL - News, Mail & Video",NEWS_AND_MAGAZINES,4.1,62465,Varies with device,"5,000,000+",Free,0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device,0.3985407465710496
Google News,NEWS_AND_MAGAZINES,3.9,877643,13M,"1,000,000,000+",Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.49677560130933146
BaconReader for Reddit,NEWS_AND_MAGAZINES,4.5,103074,Varies with device,"1,000,000+",Free,0,Mature 17+,News & Magazines,"July 2, 2018",Varies with device,Varies with device,0.4700780805894442
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13M,"5,000,000+",Free,0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up,0.4749871450927789
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284018,Varies with device,"500,000,000+",Free,0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device,0.4338217338217338
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"July 24, 2018",4.3,5.0 and up,0.4859695165945166
Atlan3D Navigation: Korea navigator,MAPS_AND_NAVIGATION,4.2,22063,Varies with device,"1,000,000+",Free,0,Everyone,Maps & Navigation,"July 31, 2018",Varies with device,Varies with device,0.39801614858906526
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"November 6, 2017",2.4.1,4.0.3 and up,0.40281887755102047
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"August 3, 2018",10.0,4.1 and up,0.6541666666666667
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29M,"5,000,000+",Free,0,Everyone,Maps & Navigation,"July 28, 2018",7.16.8,4.0.3 and up,0.46424505829267737
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"July 31, 2018",2.7.2,4.0 and up,0.6011644345238095
FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"April 26, 2018",5.2.10,4.1 and up,0.41144872692666806
Flashlight,TOOLS,4.5,162335,4.9M,"10,000,000+",Free,0,Everyone,Tools,"July 6, 2018",8.10.1,4.0 and up,0.6072482993197279
A Call From Santa Claus!,FAMILY,3.9,3720,11M,"1,000,000+",Free,0,Everyone,Entertainment,"December 4, 2016",4.2.3,4.0.3 and up,0.6577408804430863
A Word A Day,FAMILY,3.7,2398,2.9M,"500,000+",Free,0,Everyone,Education,"January 5, 2017",5.8,4.0 and up,0.6690340909090909
Akinator,FAMILY,4.3,1805398,55M,"50,000,000+",Free,0,Teen,Entertainment,"June 11, 2018",6.5.2,4.4 and up,0.4953002693665287
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74M,"5,000,000+",Free,0,Teen,Simulation,"April 22, 2018",8.6,4.0 and up,0.5895535714285715
Agar.io,GAME,4.2,3815614,32M,"100,000,000+",Free,0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up,0.45973048669739847
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15M,"1,000,000+",Free,0,Everyone,Entertainment,"July 27, 2018",1.3.13,4.1 and up,0.47136153852186463
A+ Mobile,FINANCE,3.9,730,6.3M,"10,000+",Free,0,Everyone,Finance,"June 26, 2018",5.4.4,4.4 and up,0.522708380574452
Angry Birds Classic,GAME,4.4,5565856,97M,"100,000,000+",Free,0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,0.5348862663965559
Build a Bridge!,FAMILY,4.6,263454,74M,"10,000,000+",Free,0,Everyone,Puzzle,"August 2, 2018",2.1.1,4.1 and up,0.5132795923161372
Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14M,"500,000+",Free,0,Everyone,Puzzle,"June 16, 2017",4.1.1,4.1 and up,0.5850889989639989
Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5.7M,"10,000+",Free,0,Everyone,Education,"April 19, 2018",2.0.7,4.1 and up,0.5598440065681445
Azar,COMMUNICATION,4.2,1092337,Varies with device,"50,000,000+",Free,0,Mature 17+,Communication,"July 24, 2018",Varies with device,Varies with device,0.48170581984440686
4 in a Row,GAME,3.8,4257,Varies with device,"500,000+",Free,0,Everyone,Board,"May 13, 2018",Varies with device,Varies with device,0.5781031746031746
Bubble Shooter,GAME,4.5,43576,50M,"5,000,000+",Free,0,Everyone,Arcade,"September 13, 2017",4.4,2.3 and up,0.5156595926423513
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3014548,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,0.48715842842000245
Google Translate,TOOLS,4.4,5741684,Varies with device,"500,000,000+",Free,0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device,0.48999999999999994
Asphalt 8: Airborne,GAME,4.5,8389714,92M,"100,000,000+",Free,0,Teen,Racing,"July 4, 2018",3.7.1a,4.0.3 and up,0.5135438903805984
Basketball Stars,SPORTS,4.4,867920,45M,"10,000,000+",Free,0,Everyone,Sports,"July 14, 2018",1.16.2,4.0.3 and up,0.4871262763528012
Colorfy: Coloring Book for Adults - Free,FAMILY,4.5,787107,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment,"June 20, 2018",Varies with device,Varies with device,0.6042470514179697
Amazon Shopping,SHOPPING,4.3,908525,42M,"100,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.4624378936759889
Fake Call - Fake Caller ID,PRODUCTIVITY,4.3,154668,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 2, 2018",Varies with device,Varies with device,0.4860976502767548
Four In A Line Free,GAME,4.3,133195,11M,"5,000,000+",Free,0,Everyone,Board,"June 11, 2018",1.58,4.1 and up,0.4853270474381585
Flow Free,FAMILY,4.3,1295293,11M,"100,000,000+",Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,0.5201833408656908
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24M,"10,000,000+",Free,0,Everyone,Productivity,"July 23, 2018",4.5.19,4.4 and up,0.48721443101651435
Alto's Adventure,GAME,4.6,515240,63M,"10,000,000+",Free,0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up,0.5261316988814583
Fortune City - A Finance App,FINANCE,4.6,49275,91M,"500,000+",Free,0,Everyone,Finance,"July 17, 2018",2.0.3.1,4.4 and up,0.45879702280743945
Draw A Stickman,GAME,3.4,29265,17M,"1,000,000+",Free,0,Everyone,Adventure,"May 19, 2017",1.1.0,4.0.3 and up,0.4
Be A Legend: Soccer,SPORTS,3.8,85763,21M,"1,000,000+",Free,0,Everyone,Sports,"August 24, 2015",2.8.0.17,3.0 and up,0.4743972818025296
Bible,BOOKS_AND_REFERENCE,4.7,2440695,Varies with device,"100,000,000+",Free,0,Teen,Books & Reference,"August 2, 2018",Varies with device,Varies with device,0.5336252466987003
Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81M,"5,000,000+",Free,0,Everyone 10+,Simulation,"April 22, 2018",3.7,4.0 and up,0.5251869828714091
Facebook,SOCIAL,4.1,78128208,Varies with device,"1,000,000,000+",Free,0,Teen,Social,"August 3, 2018",Varies with device,Varies with device,0.46020734988097733
Four In A Line,GAME,3.8,22191,3.0M,"1,000,000+",Free,0,Everyone,Board,"May 4, 2015",1.10,2.3 and up,0.5493170399727777
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5276983,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,0.5275852272727273
8 Ball Pool,SPORTS,4.5,14184910,52M,"100,000,000+",Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.4913517369146038
Hay Day,FAMILY,4.5,10053186,94M,"100,000,000+",Free,0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up,0.5036815863370004
Diary with lock,LIFESTYLE,4.6,815280,4.4M,"10,000,000+",Free,0,Everyone,Lifestyle,"June 30, 2018",4.90,4.1 and up,0.568277521195691
Clash of Clans,FAMILY,4.6,44881447,98M,"100,000,000+",Free,0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,0.5339562645447385
Clash Royale,FAMILY,4.6,23125280,97M,"100,000,000+",Free,0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,0.48923595085873556
